"agea","gndr","eduyrs","cntry","nwspol","netusoft","netustm"
21,"Varón",15,"Hungría",30,5,120
20,"Mujer",14,"Hungría",15,5,180
54,"Mujer",12,"Hungría",865,5,240
42,"Mujer",11,"Hungría",60,5,240
19,"Varón",12,"Hungría",744,4,150
34,"Varón",12,"Hungría",60,5,210
81,"Mujer",12,"Hungría",30,5,60
30,"Varón",10,"Hungría",20,5,60
58,"Mujer",13,"Hungría",30,4,120
65,"Mujer",12,"Hungría",120,5,180
48,"Varón",18,"Hungría",15,5,120
16,"Mujer",10,"Hungría",0,5,150
29,"Varón",18,"Hungría",30,5,210
62,"Mujer",16,"Hungría",60,5,120
33,"Varón",11,"Hungría",927,5,150
33,"Mujer",17,"Hungría",60,5,180
32,"Mujer",11,"Hungría",90,5,300
48,"Varón",8,"Hungría",767,4,60
18,"Varón",12,"Hungría",0,5,180
68,"Mujer",11,"Hungría",60,5,60
50,"Mujer",14,"Hungría",30,5,220
37,"Varón",11,"Hungría",20,5,30
48,"Varón",15,"Hungría",70,4,220
53,"Mujer",11,"Hungría",80,5,130
80,"Varón",12,"Hungría",90,5,90
39,"Mujer",13,"Hungría",60,5,150
49,"Mujer",12,"Hungría",60,5,210
32,"Mujer",18,"Hungría",60,5,120
57,"Mujer",16,"Hungría",90,5,420
52,"Varón",11,"Hungría",30,5,90
20,"Varón",14,"Hungría",30,5,600
40,"Mujer",12,"Hungría",20,5,90
66,"Varón",16,"Hungría",15,5,240
65,"Varón",11,"Hungría",60,5,60
22,"Mujer",12,"Hungría",30,5,240
64,"Mujer",16,"Hungría",75,5,420
53,"Mujer",12,"Hungría",80,5,180
24,"Mujer",12,"Hungría",0,5,300
53,"Varón",14,"Hungría",45,5,180
18,"Varón",12,"Hungría",0,5,360
38,"Mujer",12,"Hungría",60,5,240
38,"Varón",16,"Hungría",15,5,240
49,"Mujer",11,"Hungría",10,4,60
58,"Varón",17,"Hungría",60,5,360
42,"Varón",12,"Hungría",60,5,330
27,"Mujer",11,"Hungría",807,4,30
21,"Mujer",12,"Hungría",90,5,360
58,"Mujer",12,"Hungría",1030,5,510
19,"Mujer",11,"Hungría",0,5,240
53,"Mujer",18,"Hungría",40,5,105
55,"Mujer",11,"Hungría",30,4,60
38,"Mujer",12,"Hungría",150,5,420
30,"Varón",11,"Hungría",30,5,480
26,"Varón",18,"Hungría",737,5,130
65,"Mujer",8,"Hungría",60,5,120
57,"Varón",13,"Hungría",10,5,20
36,"Mujer",13,"Hungría",20,4,100
19,"Mujer",11,"Hungría",0,5,90
43,"Mujer",12,"Hungría",60,5,180
66,"Mujer",11,"Hungría",60,4,60
27,"Mujer",12,"Hungría",60,5,120
76,"Varón",11,"Hungría",30,4,30
30,"Mujer",16,"Hungría",30,5,240
48,"Varón",12,"Hungría",60,5,360
20,"Varón",12,"Hungría",0,5,240
57,"Mujer",18,"Hungría",90,5,480
17,"Varón",10,"Hungría",60,5,480
24,"Mujer",12,"Hungría",30,5,270
55,"Mujer",12,"Hungría",45,4,120
40,"Varón",11,"Hungría",656,5,88
53,"Mujer",12,"Hungría",60,5,330
70,"Varón",14,"Hungría",150,5,150
39,"Varón",12,"Hungría",30,4,90
45,"Varón",12,"Hungría",40,5,150
45,"Varón",12,"Hungría",30,4,90
18,"Varón",11,"Hungría",15,5,100
67,"Mujer",11,"Hungría",30,5,180
44,"Mujer",11,"Hungría",30,4,120
15,"Mujer",8,"Hungría",60,5,190
38,"Mujer",12,"Hungría",90,5,300
75,"Mujer",14,"Hungría",80,5,200
19,"Varón",11,"Hungría",30,5,300
61,"Varón",11,"Hungría",25,4,120
39,"Mujer",8,"Hungría",30,5,210
58,"Mujer",12,"Hungría",40,4,150
52,"Mujer",11,"Hungría",15,5,60
41,"Mujer",17,"Hungría",0,5,60
31,"Varón",14,"Hungría",10,5,150
22,"Mujer",8,"Hungría",90,5,210
24,"Varón",8,"Hungría",40,4,30
69,"Mujer",10,"Hungría",120,5,180
83,"Mujer",8,"Hungría",60,5,120
39,"Mujer",12,"Hungría",30,5,240
17,"Varón",11,"Hungría",0,5,480
28,"Varón",12,"Hungría",45,5,180
33,"Mujer",11,"Hungría",60,5,180
16,"Mujer",9,"Hungría",719,5,480
55,"Mujer",11,"Hungría",35,5,120
28,"Mujer",16,"Hungría",45,5,360
75,"Mujer",14,"Hungría",60,5,140
30,"Mujer",15,"Hungría",20,5,60
19,"Mujer",13,"Hungría",60,5,180
27,"Varón",12,"Hungría",0,5,60
28,"Mujer",14,"Hungría",30,5,180
32,"Mujer",12,"Hungría",180,5,360
47,"Varón",12,"Hungría",10,5,30
44,"Varón",11,"Hungría",60,5,120
39,"Varón",11,"Hungría",10,5,120
22,"Varón",8,"Hungría",60,5,120
23,"Varón",12,"Hungría",30,5,240
19,"Varón",11,"Hungría",60,5,180
24,"Varón",12,"Hungría",30,5,90
50,"Mujer",8,"Hungría",963,4,30
60,"Varón",11,"Hungría",80,4,120
56,"Mujer",12,"Hungría",0,5,60
43,"Varón",12,"Hungría",90,5,120
26,"Mujer",16,"Hungría",30,5,150
48,"Mujer",12,"Hungría",675,5,360
16,"Mujer",11,"Hungría",0,5,180
51,"Varón",14,"Hungría",40,4,20
21,"Mujer",14,"Hungría",30,5,120
63,"Mujer",12,"Hungría",30,4,90
21,"Mujer",8,"Hungría",90,5,120
37,"Mujer",12,"Hungría",5,5,360
47,"Varón",12,"Hungría",20,5,120
75,"Varón",11,"Hungría",120,5,120
55,"Varón",11,"Hungría",60,5,90
46,"Mujer",17,"Hungría",60,5,210
20,"Mujer",14,"Hungría",300,5,300
31,"Varón",11,"Hungría",0,5,150
21,"Mujer",13,"Hungría",15,5,120
44,"Varón",12,"Hungría",60,5,360
39,"Varón",11,"Hungría",120,4,120
27,"Mujer",16,"Hungría",30,5,480
46,"Mujer",14,"Hungría",867,5,480
47,"Mujer",12,"Hungría",20,5,90
65,"Mujer",11,"Hungría",80,5,110
20,"Mujer",13,"Hungría",20,5,300
55,"Mujer",15,"Hungría",60,5,60
49,"Varón",12,"Hungría",30,5,180
41,"Mujer",12,"Hungría",10,5,60
59,"Mujer",12,"Hungría",565,5,240
35,"Varón",11,"Hungría",30,5,150
58,"Mujer",21,"Hungría",30,4,90
24,"Mujer",12,"Hungría",90,5,330
83,"Varón",15,"Hungría",60,5,60
66,"Mujer",8,"Hungría",60,5,60
54,"Varón",16,"Hungría",20,5,270
69,"Mujer",12,"Hungría",90,5,220
46,"Varón",12,"Hungría",30,4,80
56,"Mujer",14,"Hungría",30,5,90
64,"Varón",11,"Hungría",90,5,90
39,"Varón",13,"Hungría",35,5,120
70,"Varón",20,"Hungría",60,5,180
61,"Varón",11,"Hungría",30,4,90
33,"Mujer",14,"Hungría",120,5,180
59,"Mujer",17,"Hungría",40,5,150
20,"Varón",12,"Hungría",0,5,140
66,"Mujer",17,"Irlanda",30,5,180
75,"Varón",8,"Irlanda",180,4,60
26,"Mujer",16,"Irlanda",120,5,330
40,"Varón",16,"Irlanda",60,5,600
83,"Mujer",11,"Irlanda",60,5,60
56,"Mujer",14,"Irlanda",0,5,330
78,"Mujer",13,"Irlanda",30,5,60
47,"Mujer",19,"Irlanda",360,5,300
67,"Mujer",14,"Irlanda",10,5,525
63,"Varón",10,"Irlanda",60,5,120
65,"Mujer",14,"Irlanda",70,4,260
45,"Mujer",14,"Irlanda",0,4,180
44,"Varón",15,"Irlanda",2,5,300
34,"Varón",14,"Irlanda",60,5,60
15,"Varón",10,"Irlanda",60,5,360
66,"Varón",14,"Irlanda",210,4,90
40,"Varón",17,"Irlanda",120,5,720
66,"Varón",9,"Irlanda",60,5,150
57,"Mujer",11,"Irlanda",30,5,300
66,"Varón",22,"Irlanda",90,5,180
36,"Mujer",13,"Irlanda",30,5,180
66,"Mujer",16,"Irlanda",45,5,300
75,"Mujer",11,"Irlanda",30,5,50
26,"Varón",18,"Irlanda",10,5,240
19,"Varón",13,"Irlanda",10,5,480
42,"Mujer",15,"Irlanda",120,5,600
56,"Mujer",16,"Irlanda",120,5,90
54,"Varón",21,"Irlanda",60,5,120
28,"Mujer",19,"Irlanda",20,5,480
26,"Mujer",16,"Irlanda",0,5,90
43,"Varón",18,"Irlanda",210,5,210
66,"Varón",10,"Irlanda",130,5,360
72,"Mujer",11,"Irlanda",60,4,60
51,"Mujer",13,"Irlanda",60,5,720
38,"Mujer",13,"Irlanda",60,5,210
21,"Mujer",13,"Irlanda",20,5,720
33,"Mujer",19,"Irlanda",120,5,180
39,"Mujer",18,"Irlanda",120,5,240
33,"Mujer",18,"Irlanda",30,5,660
43,"Varón",17,"Irlanda",60,5,360
35,"Mujer",18,"Irlanda",40,5,120
44,"Varón",10,"Irlanda",120,5,540
19,"Varón",16,"Irlanda",60,5,300
39,"Mujer",17,"Irlanda",60,4,90
57,"Mujer",13,"Irlanda",240,5,60
61,"Varón",18,"Irlanda",90,5,135
40,"Mujer",15,"Irlanda",0,5,120
41,"Mujer",20,"Irlanda",60,4,120
36,"Mujer",13,"Irlanda",30,5,120
68,"Mujer",18,"Irlanda",150,5,90
41,"Mujer",17,"Irlanda",0,5,270
66,"Mujer",16,"Irlanda",60,4,60
44,"Mujer",16,"Irlanda",60,5,240
59,"Mujer",13,"Irlanda",60,4,90
28,"Mujer",15,"Irlanda",0,5,120
70,"Mujer",15,"Irlanda",225,5,70
25,"Varón",20,"Irlanda",15,4,720
19,"Mujer",16,"Irlanda",0,5,240
43,"Varón",15,"Irlanda",120,5,300
66,"Varón",14,"Irlanda",150,5,120
19,"Mujer",13,"Irlanda",30,5,360
60,"Varón",18,"Irlanda",240,5,210
45,"Mujer",18,"Irlanda",30,5,900
40,"Varón",21,"Irlanda",120,5,300
33,"Varón",13,"Irlanda",120,5,480
53,"Varón",17,"Irlanda",45,5,240
25,"Mujer",17,"Irlanda",60,5,480
51,"Varón",24,"Irlanda",30,5,240
61,"Mujer",13,"Irlanda",60,4,60
23,"Mujer",15,"Irlanda",0,5,600
53,"Mujer",14,"Irlanda",30,5,120
37,"Varón",17,"Irlanda",120,5,360
44,"Mujer",21,"Irlanda",30,4,60
51,"Mujer",22,"Irlanda",90,5,480
54,"Mujer",13,"Irlanda",5,5,90
73,"Varón",16,"Irlanda",120,5,120
64,"Varón",13,"Irlanda",180,5,60
67,"Mujer",13,"Irlanda",30,5,30
35,"Mujer",9,"Irlanda",0,5,120
82,"Varón",18,"Irlanda",80,5,130
34,"Varón",20,"Irlanda",30,5,180
57,"Mujer",19,"Irlanda",30,5,240
39,"Varón",22,"Irlanda",240,5,420
22,"Varón",16,"Irlanda",0,5,390
50,"Mujer",17,"Irlanda",150,5,240
49,"Mujer",18,"Irlanda",30,5,720
56,"Varón",17,"Irlanda",240,5,480
26,"Varón",24,"Irlanda",60,5,480
82,"Mujer",21,"Irlanda",30,5,120
31,"Varón",17,"Irlanda",60,5,540
64,"Varón",14,"Irlanda",70,5,270
36,"Varón",19,"Irlanda",60,5,480
50,"Varón",13,"Irlanda",40,5,90
37,"Varón",14,"Irlanda",30,5,30
68,"Varón",17,"Irlanda",60,5,120
75,"Mujer",9,"Irlanda",0,5,120
66,"Varón",13,"Irlanda",120,5,120
65,"Varón",19,"Irlanda",240,5,480
43,"Mujer",13,"Irlanda",10,4,60
65,"Mujer",18,"Irlanda",60,5,120
43,"Mujer",19,"Irlanda",45,5,195
66,"Mujer",13,"Irlanda",0,5,120
69,"Varón",13,"Irlanda",90,4,60
47,"Varón",18,"Irlanda",150,5,300
43,"Mujer",15,"Irlanda",20,5,120
81,"Mujer",10,"Irlanda",60,5,180
54,"Mujer",24,"Irlanda",30,5,60
86,"Varón",20,"Irlanda",180,4,180
51,"Mujer",19,"Irlanda",75,5,135
22,"Varón",17,"Irlanda",0,5,240
53,"Mujer",13,"Irlanda",50,4,60
50,"Varón",19,"Irlanda",120,5,480
45,"Mujer",17,"Irlanda",60,5,240
34,"Mujer",22,"Irlanda",60,5,360
42,"Mujer",21,"Irlanda",60,5,720
39,"Mujer",15,"Irlanda",10,5,540
63,"Mujer",8,"Irlanda",120,4,60
40,"Mujer",16,"Irlanda",0,5,240
83,"Varón",16,"Irlanda",90,5,20
57,"Varón",12,"Irlanda",0,5,480
29,"Mujer",18,"Irlanda",60,5,240
67,"Varón",10,"Irlanda",30,5,90
19,"Varón",15,"Irlanda",30,5,300
32,"Varón",14,"Irlanda",0,5,480
53,"Varón",23,"Irlanda",10,5,480
66,"Varón",13,"Irlanda",60,4,60
70,"Varón",10,"Irlanda",490,5,180
39,"Mujer",13,"Irlanda",20,5,90
28,"Mujer",14,"Irlanda",122,5,720
34,"Varón",8,"Irlanda",0,5,360
40,"Mujer",15,"Irlanda",70,5,120
39,"Mujer",13,"Irlanda",0,4,120
57,"Varón",14,"Irlanda",30,5,40
60,"Varón",12,"Irlanda",120,4,120
50,"Mujer",12,"Irlanda",30,5,60
53,"Varón",14,"Irlanda",123,5,270
62,"Mujer",14,"Irlanda",35,5,420
67,"Mujer",23,"Irlanda",125,5,130
45,"Varón",12,"Irlanda",65,4,184
40,"Mujer",13,"Irlanda",10,5,540
50,"Mujer",11,"Irlanda",0,5,30
22,"Varón",17,"Irlanda",20,5,90
64,"Mujer",19,"Irlanda",30,4,60
68,"Varón",13,"Irlanda",90,5,480
31,"Varón",17,"Irlanda",20,5,550
35,"Mujer",11,"Irlanda",0,5,180
43,"Mujer",17,"Irlanda",10,5,60
57,"Mujer",20,"Irlanda",0,5,60
54,"Mujer",19,"Irlanda",180,5,90
70,"Mujer",11,"Irlanda",30,5,0
42,"Varón",18,"Irlanda",30,5,480
59,"Mujer",14,"Irlanda",300,5,60
59,"Mujer",19,"Irlanda",60,5,180
44,"Varón",14,"Irlanda",45,5,240
52,"Varón",21,"Irlanda",80,4,140
38,"Mujer",18,"Irlanda",60,5,180
32,"Varón",18,"Irlanda",2,5,300
60,"Varón",18,"Irlanda",60,5,120
44,"Mujer",13,"Irlanda",183,5,330
19,"Mujer",15,"Irlanda",20,5,240
81,"Mujer",10,"Irlanda",120,5,60
21,"Mujer",17,"Irlanda",30,5,240
57,"Varón",13,"Irlanda",65,4,150
54,"Varón",21,"Irlanda",30,5,120
59,"Varón",18,"Irlanda",60,5,60
38,"Varón",15,"Irlanda",30,5,120
52,"Varón",16,"Irlanda",90,5,210
47,"Mujer",19,"Irlanda",10,5,60
29,"Mujer",16,"Irlanda",60,5,150
65,"Mujer",12,"Irlanda",60,5,60
44,"Mujer",14,"Irlanda",0,5,60
75,"Mujer",18,"Irlanda",2,5,120
42,"Mujer",17,"Irlanda",60,5,120
59,"Mujer",15,"Irlanda",180,5,480
63,"Mujer",19,"Irlanda",120,5,120
46,"Mujer",21,"Irlanda",20,5,60
56,"Mujer",20,"Irlanda",30,5,120
59,"Varón",18,"Irlanda",60,5,300
62,"Varón",10,"Irlanda",40,4,120
63,"Varón",13,"Irlanda",90,4,60
42,"Mujer",20,"Irlanda",60,5,180
37,"Mujer",21,"Irlanda",30,5,120
77,"Mujer",22,"Irlanda",120,5,420
58,"Mujer",8,"Irlanda",119,4,119
31,"Mujer",13,"Irlanda",0,5,120
57,"Mujer",16,"Irlanda",60,5,600
40,"Varón",15,"Irlanda",60,5,120
51,"Mujer",18,"Irlanda",60,5,90
66,"Mujer",9,"Irlanda",60,5,90
18,"Mujer",15,"Irlanda",0,5,480
43,"Varón",16,"Irlanda",120,4,30
36,"Varón",14,"Irlanda",60,5,120
22,"Mujer",16,"Irlanda",2,5,360
19,"Mujer",14,"Irlanda",10,5,420
39,"Mujer",14,"Irlanda",60,5,300
55,"Mujer",16,"Irlanda",140,4,190
55,"Mujer",15,"Irlanda",60,5,180
65,"Mujer",18,"Irlanda",120,5,60
43,"Varón",13,"Irlanda",60,5,150
21,"Varón",15,"Irlanda",120,4,180
41,"Mujer",17,"Irlanda",20,5,360
66,"Varón",16,"Irlanda",135,5,180
69,"Varón",11,"Irlanda",0,4,90
66,"Varón",18,"Irlanda",60,5,300
49,"Mujer",15,"Irlanda",30,5,75
39,"Mujer",20,"Irlanda",20,5,150
16,"Mujer",12,"Irlanda",30,4,60
84,"Varón",13,"Irlanda",120,4,60
57,"Varón",16,"Irlanda",150,5,300
80,"Mujer",10,"Irlanda",90,5,120
48,"Mujer",16,"Irlanda",15,5,330
18,"Mujer",14,"Irlanda",60,5,240
69,"Mujer",16,"Irlanda",60,5,60
61,"Varón",9,"Irlanda",120,5,60
49,"Mujer",19,"Irlanda",60,5,720
69,"Varón",14,"Irlanda",240,5,60
37,"Varón",17,"Irlanda",120,5,300
41,"Varón",15,"Irlanda",180,5,240
19,"Varón",15,"Irlanda",150,5,330
72,"Mujer",8,"Irlanda",0,5,120
48,"Varón",20,"Irlanda",90,5,300
64,"Varón",11,"Irlanda",180,5,120
81,"Mujer",20,"Irlanda",30,4,90
45,"Varón",15,"Irlanda",0,5,180
43,"Mujer",10,"Irlanda",0,5,60
39,"Varón",14,"Irlanda",0,5,300
25,"Mujer",19,"Irlanda",30,5,120
56,"Varón",14,"Irlanda",30,5,60
49,"Varón",15,"Irlanda",0,4,30
56,"Varón",11,"Irlanda",360,5,60
34,"Mujer",8,"Irlanda",120,5,210
63,"Mujer",10,"Irlanda",15,5,120
66,"Mujer",14,"Irlanda",120,5,240
26,"Mujer",10,"Irlanda",30,5,600
19,"Varón",14,"Irlanda",0,5,240
43,"Varón",18,"Irlanda",60,5,300
26,"Mujer",19,"Irlanda",20,5,60
70,"Mujer",13,"Irlanda",210,5,255
47,"Mujer",14,"Irlanda",120,5,540
56,"Mujer",13,"Irlanda",30,5,120
71,"Mujer",14,"Irlanda",30,5,180
41,"Mujer",17,"Irlanda",10,5,90
66,"Varón",17,"Irlanda",120,5,210
25,"Mujer",12,"Irlanda",10,5,505
33,"Mujer",19,"Irlanda",60,5,660
39,"Mujer",21,"Irlanda",60,5,180
69,"Mujer",10,"Irlanda",10,5,30
48,"Mujer",15,"Irlanda",110,4,145
41,"Mujer",18,"Irlanda",60,5,150
69,"Varón",14,"Irlanda",60,4,15
90,"Varón",17,"Irlanda",60,5,180
25,"Varón",18,"Irlanda",20,5,300
36,"Mujer",13,"Irlanda",45,5,240
40,"Varón",17,"Irlanda",10,5,240
38,"Mujer",14,"Irlanda",20,5,165
74,"Mujer",19,"Irlanda",60,5,120
67,"Varón",9,"Irlanda",20,4,20
48,"Varón",15,"Irlanda",45,5,120
33,"Mujer",15,"Irlanda",0,5,420
64,"Mujer",9,"Irlanda",30,5,180
63,"Varón",11,"Irlanda",90,5,30
33,"Mujer",10,"Irlanda",0,5,300
41,"Varón",11,"Irlanda",0,5,120
42,"Mujer",18,"Irlanda",70,5,180
42,"Mujer",18,"Irlanda",60,5,180
76,"Varón",17,"Irlanda",60,5,90
37,"Varón",14,"Irlanda",60,5,300
34,"Varón",16,"Irlanda",0,5,135
42,"Mujer",17,"Irlanda",60,5,540
65,"Varón",13,"Irlanda",75,4,208
28,"Varón",13,"Irlanda",60,5,180
53,"Varón",8,"Irlanda",60,5,120
71,"Varón",8,"Irlanda",60,4,90
59,"Mujer",18,"Irlanda",120,4,240
38,"Mujer",18,"Irlanda",20,5,480
50,"Mujer",21,"Irlanda",60,5,180
47,"Mujer",21,"Irlanda",60,5,270
72,"Mujer",13,"Irlanda",90,5,300
60,"Mujer",14,"Irlanda",60,4,120
55,"Mujer",16,"Irlanda",90,5,60
70,"Varón",13,"Irlanda",90,5,30
71,"Varón",18,"Irlanda",120,5,120
39,"Mujer",18,"Irlanda",30,5,480
44,"Mujer",11,"Irlanda",20,5,60
48,"Mujer",20,"Irlanda",120,5,90
48,"Mujer",17,"Irlanda",20,5,240
59,"Varón",22,"Irlanda",5,5,120
46,"Mujer",18,"Irlanda",30,5,120
54,"Mujer",18,"Irlanda",120,5,330
27,"Mujer",13,"Irlanda",120,5,180
31,"Mujer",16,"Irlanda",0,4,60
19,"Varón",14,"Irlanda",60,5,600
59,"Mujer",11,"Irlanda",60,5,60
18,"Varón",13,"Irlanda",5,5,240
71,"Mujer",18,"Irlanda",150,5,60
45,"Varón",16,"Irlanda",120,5,180
15,"Mujer",12,"Irlanda",40,4,40
38,"Varón",11,"Irlanda",30,5,180
39,"Mujer",19,"Irlanda",20,5,300
49,"Varón",16,"Irlanda",60,5,630
60,"Varón",13,"Irlanda",20,4,90
39,"Mujer",18,"Irlanda",60,5,180
65,"Mujer",18,"Irlanda",240,4,60
39,"Varón",20,"Irlanda",4,5,180
58,"Mujer",13,"Irlanda",60,5,60
48,"Mujer",16,"Irlanda",0,5,120
66,"Varón",7,"Irlanda",255,5,255
57,"Varón",25,"Irlanda",30,5,480
67,"Mujer",16,"Irlanda",90,5,300
49,"Mujer",13,"Irlanda",20,5,180
66,"Varón",9,"Irlanda",90,5,150
49,"Mujer",14,"Irlanda",10,5,35
74,"Varón",16,"Irlanda",90,4,120
38,"Mujer",14,"Irlanda",190,5,480
23,"Varón",18,"Irlanda",10,5,150
69,"Varón",20,"Irlanda",60,5,120
39,"Mujer",11,"Irlanda",30,5,120
37,"Mujer",19,"Irlanda",70,5,605
69,"Varón",17,"Irlanda",15,5,180
29,"Varón",25,"Irlanda",30,5,480
18,"Mujer",11,"Irlanda",10,5,300
62,"Mujer",18,"Irlanda",120,5,120
77,"Varón",8,"Irlanda",20,5,30
44,"Varón",13,"Irlanda",360,5,360
51,"Varón",11,"Irlanda",45,5,180
30,"Varón",16,"Irlanda",180,5,480
62,"Varón",11,"Irlanda",180,5,180
71,"Mujer",18,"Irlanda",120,5,60
34,"Mujer",14,"Irlanda",120,4,300
30,"Varón",18,"Irlanda",102,5,270
34,"Varón",15,"Irlanda",60,5,600
70,"Varón",9,"Irlanda",120,5,300
63,"Varón",21,"Irlanda",60,5,180
37,"Varón",17,"Irlanda",30,5,420
77,"Varón",19,"Irlanda",120,5,60
68,"Mujer",18,"Irlanda",45,4,45
36,"Mujer",15,"Irlanda",0,5,120
61,"Mujer",17,"Irlanda",90,5,60
56,"Varón",15,"Irlanda",120,5,300
31,"Varón",18,"Irlanda",90,5,360
53,"Mujer",24,"Irlanda",300,5,300
40,"Mujer",14,"Irlanda",60,5,60
65,"Mujer",14,"Irlanda",120,5,120
64,"Varón",13,"Irlanda",180,5,120
42,"Mujer",18,"Irlanda",60,5,180
34,"Mujer",13,"Irlanda",30,5,270
55,"Varón",18,"Irlanda",60,5,120
31,"Mujer",14,"Irlanda",0,5,180
36,"Varón",14,"Irlanda",30,5,120
64,"Mujer",13,"Irlanda",120,5,240
27,"Mujer",18,"Irlanda",30,4,63
54,"Mujer",18,"Irlanda",210,5,270
49,"Mujer",15,"Irlanda",60,5,240
39,"Varón",16,"Irlanda",60,4,600
38,"Mujer",15,"Irlanda",0,5,60
75,"Varón",20,"Irlanda",60,4,90
44,"Varón",25,"Irlanda",60,5,360
48,"Varón",16,"Irlanda",30,5,180
67,"Varón",8,"Irlanda",90,5,125
45,"Varón",21,"Irlanda",60,5,180
48,"Mujer",16,"Irlanda",120,5,180
59,"Mujer",13,"Irlanda",20,5,420
24,"Varón",20,"Irlanda",30,5,150
42,"Varón",25,"Irlanda",120,5,540
83,"Mujer",15,"Irlanda",120,5,60
82,"Mujer",13,"Irlanda",60,5,45
58,"Varón",12,"Irlanda",90,5,180
62,"Mujer",14,"Irlanda",300,4,360
37,"Mujer",19,"Irlanda",90,5,540
72,"Mujer",7,"Irlanda",300,5,360
42,"Mujer",17,"Irlanda",30,5,60
46,"Mujer",13,"Irlanda",30,5,210
63,"Mujer",12,"Irlanda",90,5,360
45,"Varón",16,"Irlanda",20,5,360
38,"Mujer",12,"Irlanda",240,5,120
33,"Mujer",17,"Irlanda",60,5,240
59,"Varón",12,"Irlanda",90,5,480
51,"Varón",16,"Irlanda",20,5,120
60,"Mujer",11,"Irlanda",10,5,120
52,"Varón",14,"Irlanda",45,4,85
82,"Mujer",14,"Irlanda",70,4,145
57,"Varón",12,"Irlanda",0,5,120
66,"Mujer",20,"Irlanda",30,5,360
65,"Mujer",24,"Irlanda",120,5,180
53,"Mujer",12,"Irlanda",0,5,240
21,"Mujer",15,"Irlanda",20,5,240
36,"Mujer",19,"Irlanda",60,5,120
39,"Varón",19,"Irlanda",90,5,300
47,"Varón",21,"Irlanda",75,4,195
45,"Mujer",23,"Irlanda",0,5,480
24,"Mujer",16,"Irlanda",120,5,300
28,"Mujer",17,"Irlanda",60,5,480
53,"Mujer",16,"Irlanda",30,4,240
47,"Varón",12,"Irlanda",0,5,180
19,"Varón",15,"Irlanda",0,5,300
66,"Varón",17,"Irlanda",30,5,120
37,"Mujer",15,"Irlanda",60,5,240
18,"Varón",15,"Irlanda",0,5,300
35,"Mujer",13,"Irlanda",20,4,60
65,"Varón",13,"Irlanda",60,5,60
43,"Mujer",17,"Irlanda",180,5,480
53,"Varón",14,"Irlanda",150,5,120
49,"Varón",17,"Irlanda",30,5,480
48,"Mujer",17,"Irlanda",20,4,30
66,"Varón",13,"Irlanda",60,5,180
56,"Mujer",11,"Irlanda",30,5,60
17,"Mujer",13,"Irlanda",15,4,270
39,"Mujer",14,"Irlanda",150,5,360
55,"Varón",20,"Irlanda",60,4,120
60,"Mujer",24,"Irlanda",120,5,240
68,"Varón",19,"Irlanda",120,5,180
62,"Varón",10,"Irlanda",60,5,60
44,"Mujer",25,"Irlanda",180,5,360
71,"Varón",20,"Irlanda",120,4,60
35,"Varón",15,"Irlanda",180,5,300
57,"Varón",14,"Irlanda",45,5,300
36,"Varón",15,"Irlanda",180,5,180
20,"Mujer",14,"Irlanda",30,5,360
68,"Mujer",19,"Irlanda",90,5,90
25,"Varón",14,"Irlanda",0,5,360
26,"Varón",19,"Irlanda",180,5,480
66,"Mujer",13,"Irlanda",120,5,120
74,"Varón",7,"Irlanda",20,5,120
36,"Mujer",18,"Irlanda",90,5,180
67,"Varón",25,"Irlanda",60,5,300
57,"Varón",17,"Irlanda",105,5,145
31,"Varón",17,"Irlanda",60,5,120
33,"Varón",8,"Irlanda",0,5,150
49,"Mujer",20,"Irlanda",30,5,660
66,"Varón",20,"Irlanda",180,5,240
60,"Mujer",13,"Irlanda",120,5,360
51,"Mujer",10,"Irlanda",0,5,60
63,"Varón",14,"Irlanda",60,5,30
45,"Mujer",17,"Irlanda",20,5,120
49,"Varón",10,"Irlanda",60,5,30
51,"Mujer",18,"Irlanda",120,5,90
79,"Mujer",14,"Irlanda",40,5,90
22,"Mujer",14,"Irlanda",0,4,380
42,"Varón",16,"Irlanda",60,5,150
47,"Mujer",16,"Irlanda",60,5,120
71,"Mujer",11,"Irlanda",120,4,120
29,"Varón",15,"Irlanda",60,5,600
67,"Mujer",11,"Irlanda",60,5,45
62,"Mujer",21,"Irlanda",60,5,300
19,"Mujer",14,"Irlanda",10,5,180
52,"Varón",13,"Irlanda",0,4,120
67,"Varón",8,"Irlanda",119,4,179
42,"Mujer",14,"Irlanda",0,5,240
59,"Mujer",18,"Irlanda",60,5,540
31,"Mujer",16,"Irlanda",0,5,600
57,"Mujer",12,"Irlanda",180,4,260
41,"Mujer",17,"Irlanda",30,5,120
39,"Mujer",14,"Irlanda",30,5,180
51,"Mujer",8,"Irlanda",0,4,120
66,"Varón",13,"Irlanda",20,4,25
50,"Mujer",20,"Irlanda",120,5,180
88,"Varón",11,"Irlanda",180,5,90
55,"Mujer",12,"Irlanda",0,5,60
22,"Varón",16,"Irlanda",0,5,240
52,"Varón",14,"Irlanda",30,5,60
58,"Varón",15,"Irlanda",90,5,170
36,"Mujer",16,"Irlanda",0,4,150
33,"Varón",24,"Irlanda",690,5,480
21,"Mujer",15,"Irlanda",70,5,200
21,"Varón",13,"Irlanda",0,5,360
42,"Mujer",18,"Irlanda",45,5,360
57,"Varón",18,"Irlanda",20,5,540
