"agea","gndr","eduyrs","cntry","nwspol","netusoft","netustm"
32,"Mujer",17,"Alemania",0,5,660
54,"Varón",16,"Alemania",45,5,180
60,"Varón",15,"Alemania",60,5,60
54,"Mujer",13,"Alemania",542,5,300
41,"Mujer",14,"Alemania",60,5,360
24,"Mujer",12,"Alemania",45,5,300
83,"Mujer",13,"Alemania",600,5,20
30,"Varón",11,"Alemania",908,5,180
56,"Varón",12,"Alemania",60,5,60
25,"Varón",18,"Alemania",30,5,360
68,"Varón",20,"Alemania",210,5,600
74,"Mujer",16,"Alemania",1027,5,45
21,"Varón",13,"Alemania",90,5,750
55,"Mujer",12,"Alemania",710,5,150
39,"Varón",18,"Alemania",5,5,660
72,"Mujer",13,"Alemania",120,5,180
70,"Mujer",14,"Alemania",60,5,120
41,"Varón",20,"Alemania",30,5,600
25,"Mujer",16,"Alemania",15,5,720
46,"Mujer",16,"Alemania",75,5,120
26,"Mujer",17,"Alemania",1078,5,450
68,"Mujer",12,"Alemania",599,5,270
19,"Mujer",11,"Alemania",60,5,840
39,"Varón",22,"Alemania",662,5,180
25,"Mujer",15,"Alemania",641,5,480
60,"Mujer",14,"Alemania",60,5,360
33,"Varón",18,"Alemania",30,5,300
55,"Varón",12,"Alemania",30,4,60
68,"Mujer",20,"Alemania",45,4,60
56,"Varón",17,"Alemania",60,5,60
39,"Varón",6,"Alemania",60,5,180
55,"Mujer",12,"Alemania",5,5,90
21,"Mujer",14,"Alemania",30,5,270
32,"Mujer",19,"Alemania",5,5,180
69,"Mujer",23,"Alemania",658,5,360
60,"Varón",13,"Alemania",60,5,90
78,"Varón",16,"Alemania",970,5,240
53,"Mujer",18,"Alemania",30,5,480
46,"Varón",15,"Alemania",5,5,210
58,"Varón",13,"Alemania",1124,5,120
59,"Mujer",16,"Alemania",30,5,30
19,"Mujer",13,"Alemania",30,5,300
43,"Mujer",16,"Alemania",20,5,180
43,"Mujer",14,"Alemania",10,5,120
68,"Varón",15,"Alemania",90,5,60
54,"Mujer",33,"Alemania",60,5,180
26,"Mujer",17,"Alemania",90,5,660
45,"Varón",15,"Alemania",180,5,270
39,"Varón",12,"Alemania",0,5,240
26,"Mujer",14,"Alemania",5,5,150
73,"Varón",14,"Alemania",120,5,150
16,"Varón",10,"Alemania",10,5,300
61,"Mujer",14,"Alemania",60,5,60
35,"Mujer",13,"Alemania",30,5,540
67,"Mujer",19,"Alemania",60,5,30
42,"Mujer",17,"Alemania",30,5,600
16,"Varón",10,"Alemania",15,5,185
16,"Varón",11,"Alemania",30,5,480
72,"Mujer",11,"Alemania",906,5,60
41,"Mujer",17,"Alemania",30,5,60
36,"Varón",21,"Alemania",180,5,600
59,"Mujer",17,"Alemania",120,5,240
39,"Mujer",19,"Alemania",1098,5,360
52,"Varón",16,"Alemania",10,5,120
78,"Mujer",15,"Alemania",30,5,20
87,"Varón",15,"Alemania",30,5,150
90,"Mujer",13,"Alemania",150,5,90
75,"Mujer",14,"Alemania",567,5,60
58,"Varón",14,"Alemania",30,5,660
71,"Mujer",13,"Alemania",15,5,60
63,"Varón",15,"Alemania",60,5,210
30,"Mujer",13,"Alemania",540,5,540
48,"Varón",22,"Alemania",15,5,405
36,"Mujer",16,"Alemania",25,5,420
49,"Mujer",13,"Alemania",300,5,600
59,"Varón",15,"Alemania",60,5,840
55,"Varón",16,"Alemania",15,5,120
51,"Mujer",12,"Alemania",613,5,420
20,"Varón",14,"Alemania",60,5,240
47,"Mujer",15,"Alemania",60,5,60
33,"Varón",13,"Alemania",120,5,180
41,"Mujer",13,"Alemania",30,5,360
45,"Varón",15,"Alemania",875,5,300
73,"Varón",18,"Alemania",60,5,180
19,"Mujer",7,"Alemania",20,5,360
59,"Varón",12,"Alemania",570,5,120
29,"Mujer",19,"Alemania",5,5,480
63,"Varón",12,"Alemania",990,5,120
32,"Varón",17,"Alemania",845,5,120
79,"Varón",14,"Alemania",842,4,20
72,"Mujer",16,"Alemania",120,5,60
41,"Varón",25,"Alemania",80,5,480
74,"Mujer",9,"Alemania",30,5,120
19,"Varón",12,"Alemania",20,5,180
16,"Mujer",10,"Alemania",845,5,480
67,"Varón",17,"Alemania",980,4,40
51,"Mujer",13,"Alemania",60,5,120
66,"Varón",17,"Alemania",45,5,30
43,"Varón",15,"Alemania",0,5,60
54,"Mujer",13,"Alemania",5,5,420
31,"Varón",17,"Alemania",30,4,120
35,"Varón",13,"Alemania",533,5,510
25,"Mujer",13,"Alemania",622,5,120
23,"Varón",13,"Alemania",120,5,240
15,"Varón",9,"Alemania",981,5,80
49,"Varón",19,"Alemania",60,5,240
34,"Mujer",19,"Alemania",3,5,420
58,"Varón",15,"Alemania",30,5,120
67,"Mujer",18,"Alemania",916,5,60
17,"Mujer",11,"Alemania",20,5,150
66,"Varón",14,"Alemania",60,5,60
38,"Mujer",13,"Alemania",30,4,360
60,"Varón",17,"Alemania",45,4,60
60,"Varón",17,"Alemania",10,5,150
70,"Varón",12,"Alemania",60,5,45
42,"Mujer",19,"Alemania",30,5,420
23,"Varón",17,"Alemania",30,5,300
59,"Mujer",12,"Alemania",687,5,480
48,"Mujer",13,"Alemania",60,5,60
61,"Varón",12,"Alemania",60,5,120
83,"Varón",13,"Alemania",60,5,60
38,"Mujer",13,"Alemania",120,5,198
53,"Varón",16,"Alemania",60,5,120
58,"Mujer",12,"Alemania",90,5,150
68,"Varón",21,"Alemania",30,5,45
39,"Varón",15,"Alemania",30,5,480
71,"Varón",12,"Alemania",30,5,120
78,"Varón",19,"Alemania",495,5,120
75,"Varón",12,"Alemania",30,5,180
39,"Mujer",15,"Alemania",898,5,120
48,"Mujer",17,"Alemania",777,5,180
50,"Varón",16,"Alemania",1075,5,90
54,"Mujer",16,"Alemania",60,5,120
49,"Mujer",16,"Alemania",933,5,180
24,"Varón",13,"Alemania",60,5,360
21,"Mujer",11,"Alemania",10,5,900
29,"Mujer",19,"Alemania",15,5,120
58,"Mujer",13,"Alemania",30,5,270
40,"Mujer",16,"Alemania",60,5,360
51,"Mujer",13,"Alemania",895,5,60
30,"Mujer",17,"Finlandia",60,5,300
89,"Mujer",9,"Finlandia",120,4,15
17,"Varón",10,"Finlandia",0,5,510
60,"Varón",11,"Finlandia",60,5,120
52,"Mujer",17,"Finlandia",60,5,210
75,"Mujer",17,"Finlandia",180,5,240
42,"Varón",15,"Finlandia",90,5,360
39,"Mujer",6,"Finlandia",0,5,180
64,"Varón",19,"Finlandia",150,5,480
64,"Mujer",17,"Finlandia",60,5,180
34,"Varón",16,"Finlandia",2,5,180
77,"Mujer",20,"Finlandia",45,5,120
78,"Mujer",12,"Finlandia",60,5,30
52,"Varón",26,"Finlandia",20,5,60
43,"Mujer",22,"Finlandia",60,5,360
62,"Mujer",20,"Finlandia",40,5,70
21,"Mujer",15,"Finlandia",15,5,180
41,"Mujer",17,"Finlandia",0,5,240
55,"Varón",10,"Finlandia",30,5,60
36,"Varón",16,"Finlandia",90,5,630
22,"Mujer",16,"Finlandia",15,5,180
37,"Varón",16,"Finlandia",60,5,180
17,"Mujer",9,"Finlandia",15,5,240
19,"Mujer",13,"Finlandia",30,5,330
54,"Varón",19,"Finlandia",120,5,780
50,"Mujer",15,"Finlandia",15,5,240
70,"Varón",12,"Finlandia",90,5,120
78,"Varón",15,"Finlandia",360,5,240
32,"Varón",19,"Finlandia",150,5,600
28,"Varón",20,"Finlandia",60,5,600
66,"Mujer",15,"Finlandia",150,5,60
72,"Mujer",17,"Finlandia",90,5,90
46,"Mujer",28,"Finlandia",60,5,480
64,"Mujer",15,"Finlandia",30,5,60
71,"Varón",18,"Finlandia",180,5,180
58,"Mujer",23,"Finlandia",60,5,150
47,"Varón",25,"Finlandia",15,5,360
77,"Varón",8,"Finlandia",60,5,60
59,"Mujer",14,"Finlandia",60,5,660
38,"Mujer",15,"Finlandia",60,5,180
53,"Mujer",16,"Finlandia",10,5,595
54,"Varón",11,"Finlandia",15,5,90
50,"Varón",31,"Finlandia",120,5,180
73,"Mujer",16,"Finlandia",60,5,90
68,"Varón",13,"Finlandia",30,5,20
57,"Mujer",17,"Finlandia",120,5,480
42,"Mujer",22,"Finlandia",300,5,600
77,"Varón",9,"Finlandia",60,5,120
37,"Mujer",17,"Finlandia",60,5,180
47,"Varón",12,"Finlandia",210,5,765
30,"Mujer",16,"Finlandia",20,5,120
59,"Mujer",24,"Finlandia",40,5,540
34,"Varón",14,"Finlandia",120,5,300
51,"Varón",21,"Finlandia",90,5,120
74,"Varón",11,"Finlandia",120,5,90
40,"Mujer",19,"Finlandia",150,5,720
71,"Varón",11,"Finlandia",120,5,150
51,"Varón",13,"Finlandia",30,5,120
24,"Mujer",13,"Finlandia",30,5,360
58,"Varón",20,"Finlandia",90,5,120
54,"Mujer",15,"Finlandia",60,5,180
56,"Mujer",16,"Finlandia",60,5,360
54,"Mujer",16,"Finlandia",30,5,90
54,"Varón",11,"Finlandia",60,5,150
57,"Varón",11,"Finlandia",60,5,90
24,"Varón",11,"Finlandia",60,4,120
71,"Varón",9,"Finlandia",10,4,20
67,"Mujer",20,"Finlandia",80,5,540
55,"Mujer",13,"Finlandia",30,5,30
52,"Mujer",33,"Finlandia",30,5,600
31,"Varón",17,"Finlandia",600,5,600
65,"Mujer",10,"Finlandia",90,5,240
41,"Varón",20,"Finlandia",45,5,120
64,"Varón",9,"Finlandia",210,5,180
69,"Mujer",16,"Finlandia",120,5,180
44,"Mujer",16,"Finlandia",30,5,30
70,"Varón",11,"Finlandia",10,5,30
56,"Varón",25,"Finlandia",90,5,600
29,"Varón",22,"Finlandia",60,5,240
17,"Mujer",11,"Finlandia",60,5,330
52,"Mujer",12,"Finlandia",60,5,180
75,"Varón",10,"Finlandia",60,5,60
61,"Mujer",15,"Finlandia",60,5,360
68,"Mujer",15,"Finlandia",120,5,180
16,"Mujer",10,"Finlandia",30,5,180
43,"Mujer",16,"Finlandia",30,5,90
43,"Mujer",17,"Finlandia",60,5,600
61,"Varón",11,"Finlandia",60,5,30
23,"Mujer",13,"Finlandia",240,5,420
51,"Mujer",17,"Finlandia",60,5,90
78,"Mujer",10,"Finlandia",150,5,120
33,"Mujer",14,"Finlandia",0,5,180
29,"Varón",8,"Finlandia",60,5,300
73,"Mujer",22,"Finlandia",150,5,90
49,"Varón",20,"Finlandia",60,5,600
34,"Mujer",17,"Finlandia",30,5,320
65,"Varón",12,"Finlandia",240,5,180
31,"Mujer",18,"Finlandia",60,5,420
78,"Varón",10,"Finlandia",60,5,120
36,"Mujer",16,"Finlandia",15,5,60
62,"Varón",18,"Finlandia",90,5,180
46,"Mujer",18,"Finlandia",60,5,120
72,"Mujer",7,"Finlandia",240,5,120
31,"Mujer",12,"Finlandia",120,5,60
43,"Mujer",18,"Finlandia",30,5,290
22,"Mujer",13,"Finlandia",60,5,180
44,"Mujer",15,"Finlandia",10,5,300
49,"Mujer",19,"Finlandia",25,5,60
65,"Mujer",18,"Finlandia",10,5,30
21,"Varón",13,"Finlandia",20,5,480
27,"Mujer",12,"Finlandia",30,5,300
54,"Mujer",17,"Finlandia",30,5,180
48,"Varón",12,"Finlandia",15,5,585
54,"Mujer",18,"Finlandia",15,5,60
69,"Varón",20,"Finlandia",300,5,360
18,"Mujer",12,"Finlandia",30,5,270
46,"Varón",13,"Finlandia",90,5,510
40,"Mujer",18,"Finlandia",30,5,150
40,"Mujer",16,"Finlandia",60,5,240
59,"Mujer",24,"Finlandia",150,5,540
29,"Mujer",14,"Finlandia",60,5,360
44,"Varón",22,"Finlandia",90,5,420
57,"Mujer",16,"Finlandia",60,5,90
50,"Mujer",12,"Finlandia",90,5,60
39,"Mujer",17,"Finlandia",30,5,210
52,"Varón",10,"Finlandia",30,5,300
16,"Varón",9,"Finlandia",120,4,240
50,"Mujer",18,"Finlandia",30,5,180
65,"Varón",8,"Finlandia",60,5,120
70,"Varón",13,"Finlandia",180,5,240
63,"Mujer",18,"Finlandia",60,5,120
34,"Varón",13,"Finlandia",110,5,160
63,"Varón",11,"Finlandia",60,5,300
55,"Mujer",17,"Finlandia",20,5,40
49,"Varón",19,"Finlandia",60,5,210
33,"Mujer",16,"Finlandia",60,5,120
36,"Mujer",15,"Finlandia",5,5,150
40,"Mujer",17,"Finlandia",45,5,150
25,"Varón",18,"Finlandia",30,5,240
43,"Varón",18,"Finlandia",45,5,660
30,"Varón",12,"Finlandia",60,5,90
46,"Mujer",16,"Finlandia",30,5,120
80,"Varón",11,"Finlandia",60,5,30
31,"Mujer",16,"Finlandia",45,5,120
42,"Varón",22,"Finlandia",90,5,660
25,"Mujer",18,"Finlandia",120,5,300
24,"Mujer",16,"Finlandia",60,5,150
44,"Varón",21,"Finlandia",60,5,660
41,"Mujer",19,"Finlandia",15,5,300
46,"Mujer",15,"Finlandia",3,5,240
38,"Mujer",16,"Finlandia",90,5,180
29,"Varón",13,"Finlandia",60,5,300
57,"Varón",11,"Finlandia",60,5,300
67,"Mujer",8,"Finlandia",20,4,150
16,"Mujer",9,"Finlandia",15,5,300
71,"Mujer",9,"Finlandia",60,5,60
69,"Mujer",13,"Finlandia",20,5,60
56,"Mujer",15,"Finlandia",15,5,510
48,"Mujer",13,"Finlandia",60,5,180
54,"Mujer",13,"Finlandia",15,5,30
48,"Varón",11,"Finlandia",120,5,360
45,"Mujer",17,"Finlandia",10,5,360
75,"Mujer",13,"Finlandia",30,5,60
71,"Varón",11,"Finlandia",60,5,180
74,"Mujer",22,"Finlandia",120,5,90
59,"Varón",19,"Finlandia",15,5,90
29,"Mujer",18,"Finlandia",45,5,150
70,"Varón",12,"Finlandia",60,4,30
49,"Mujer",14,"Finlandia",30,5,123
72,"Varón",11,"Finlandia",15,4,60
57,"Mujer",12,"Finlandia",30,5,60
54,"Varón",15,"Finlandia",60,5,60
25,"Mujer",14,"Finlandia",60,5,120
69,"Mujer",15,"Finlandia",780,5,180
36,"Varón",12,"Finlandia",15,5,45
59,"Varón",16,"Finlandia",30,4,120
52,"Varón",17,"Finlandia",30,5,240
60,"Varón",11,"Finlandia",120,5,360
33,"Mujer",13,"Finlandia",0,5,480
71,"Varón",15,"Finlandia",120,5,120
46,"Varón",18,"Finlandia",5,5,180
64,"Varón",12,"Finlandia",60,5,180
65,"Varón",19,"Finlandia",30,5,360
59,"Varón",14,"Finlandia",60,5,210
35,"Mujer",15,"Finlandia",60,5,180
40,"Mujer",18,"Finlandia",30,5,180
25,"Varón",18,"Finlandia",60,5,480
47,"Mujer",16,"Finlandia",10,5,300
31,"Mujer",17,"Finlandia",10,5,655
56,"Mujer",12,"Finlandia",120,5,210
60,"Varón",17,"Finlandia",60,5,300
40,"Varón",8,"Finlandia",80,5,240
66,"Mujer",16,"Finlandia",120,5,75
58,"Varón",11,"Finlandia",10,5,30
24,"Mujer",18,"Finlandia",60,5,480
32,"Varón",17,"Finlandia",3,5,150
29,"Varón",18,"Finlandia",90,5,600
73,"Varón",11,"Finlandia",90,5,120
76,"Varón",17,"Finlandia",60,5,120
33,"Mujer",18,"Finlandia",30,5,120
62,"Varón",23,"Finlandia",90,5,150
62,"Mujer",19,"Finlandia",120,5,240
67,"Mujer",10,"Finlandia",60,5,120
66,"Mujer",15,"Finlandia",60,5,180
62,"Mujer",16,"Finlandia",60,5,540
44,"Varón",18,"Finlandia",60,5,480
33,"Varón",17,"Finlandia",30,5,480
39,"Varón",15,"Finlandia",15,5,120
22,"Varón",13,"Finlandia",60,5,360
50,"Mujer",19,"Finlandia",30,5,180
49,"Mujer",13,"Finlandia",150,5,600
69,"Mujer",18,"Finlandia",90,5,30
17,"Mujer",10,"Finlandia",0,5,300
39,"Varón",18,"Finlandia",15,5,360
53,"Varón",15,"Finlandia",60,5,240
23,"Mujer",16,"Finlandia",15,5,600
49,"Varón",26,"Finlandia",15,5,180
18,"Mujer",11,"Finlandia",60,5,480
75,"Varón",16,"Finlandia",75,5,60
87,"Varón",8,"Finlandia",30,5,30
84,"Mujer",19,"Finlandia",180,5,120
38,"Mujer",17,"Finlandia",30,5,180
72,"Varón",16,"Finlandia",90,5,60
49,"Varón",16,"Finlandia",15,5,360
80,"Mujer",9,"Finlandia",180,4,90
57,"Mujer",19,"Finlandia",15,4,15
65,"Varón",12,"Finlandia",40,5,90
62,"Varón",17,"Finlandia",120,5,180
70,"Varón",8,"Finlandia",60,5,120
22,"Varón",14,"Finlandia",120,5,360
71,"Mujer",19,"Finlandia",150,5,120
23,"Varón",12,"Finlandia",120,5,420
24,"Varón",16,"Finlandia",5,5,300
51,"Varón",12,"Finlandia",15,5,120
23,"Varón",14,"Finlandia",30,5,240
35,"Varón",13,"Finlandia",100,4,420
23,"Varón",15,"Finlandia",30,5,600
22,"Varón",14,"Finlandia",30,5,600
51,"Mujer",17,"Finlandia",30,5,120
63,"Varón",13,"Finlandia",30,5,300
43,"Mujer",12,"Finlandia",0,5,150
35,"Mujer",14,"Finlandia",10,4,20
31,"Varón",19,"Finlandia",40,5,210
65,"Varón",10,"Finlandia",30,5,120
55,"Mujer",18,"Finlandia",30,5,420
62,"Varón",12,"Finlandia",120,5,150
28,"Varón",14,"Finlandia",90,5,360
79,"Varón",15,"Finlandia",60,5,180
61,"Varón",17,"Finlandia",60,5,120
32,"Varón",15,"Finlandia",15,5,120
16,"Mujer",10,"Finlandia",10,5,240
40,"Varón",20,"Finlandia",120,5,240
53,"Mujer",17,"Finlandia",30,5,240
45,"Mujer",20,"Finlandia",10,5,600
34,"Varón",13,"Finlandia",30,5,300
49,"Mujer",26,"Finlandia",20,5,480
45,"Varón",22,"Finlandia",120,4,300
46,"Varón",17,"Finlandia",60,5,300
49,"Mujer",17,"Finlandia",45,5,240
78,"Mujer",17,"Finlandia",15,5,120
45,"Mujer",20,"Finlandia",30,5,240
48,"Varón",15,"Finlandia",60,5,480
59,"Varón",16,"Finlandia",70,5,180
73,"Varón",17,"Finlandia",120,5,180
28,"Mujer",19,"Finlandia",0,5,240
35,"Mujer",18,"Finlandia",60,5,120
49,"Varón",12,"Finlandia",90,5,180
57,"Mujer",16,"Finlandia",10,5,180
36,"Varón",18,"Finlandia",60,5,600
16,"Varón",10,"Finlandia",5,5,600
44,"Mujer",18,"Finlandia",20,5,120
61,"Varón",12,"Finlandia",45,5,120
46,"Mujer",18,"Finlandia",30,5,120
25,"Varón",12,"Finlandia",10,4,120
30,"Varón",21,"Finlandia",60,5,240
61,"Mujer",16,"Finlandia",120,5,570
76,"Varón",15,"Finlandia",15,5,180
51,"Varón",8,"Finlandia",10,5,240
58,"Varón",10,"Finlandia",240,5,60
41,"Varón",12,"Finlandia",90,5,180
69,"Varón",15,"Finlandia",60,5,120
67,"Varón",21,"Finlandia",60,5,120
77,"Varón",15,"Finlandia",90,5,180
29,"Mujer",19,"Finlandia",10,5,90
77,"Varón",8,"Finlandia",90,5,30
21,"Varón",14,"Finlandia",30,5,480
33,"Varón",12,"Finlandia",60,5,180
38,"Mujer",17,"Finlandia",1,5,120
48,"Mujer",20,"Finlandia",5,5,180
68,"Mujer",15,"Finlandia",60,5,120
78,"Mujer",11,"Finlandia",120,5,60
65,"Mujer",13,"Finlandia",120,5,180
69,"Mujer",12,"Finlandia",125,5,90
62,"Varón",15,"Finlandia",120,5,300
30,"Varón",19,"Finlandia",15,5,300
25,"Varón",17,"Finlandia",45,5,480
39,"Varón",13,"Finlandia",180,5,540
35,"Mujer",20,"Finlandia",90,5,420
87,"Mujer",10,"Finlandia",120,5,150
37,"Varón",14,"Finlandia",10,5,120
67,"Varón",15,"Finlandia",90,5,60
22,"Mujer",14,"Finlandia",45,5,300
58,"Mujer",13,"Finlandia",60,5,720
28,"Varón",16,"Finlandia",30,5,450
50,"Varón",14,"Finlandia",60,5,240
60,"Varón",11,"Finlandia",120,5,90
21,"Varón",12,"Finlandia",0,5,420
40,"Mujer",23,"Finlandia",30,5,600
42,"Varón",23,"Finlandia",30,4,120
70,"Mujer",17,"Finlandia",30,5,60
27,"Varón",18,"Finlandia",60,5,240
47,"Mujer",20,"Finlandia",90,5,120
31,"Mujer",15,"Finlandia",15,5,120
30,"Varón",18,"Finlandia",45,5,450
16,"Mujer",9,"Finlandia",30,5,300
71,"Mujer",19,"Finlandia",120,4,30
63,"Varón",12,"Finlandia",30,5,60
64,"Mujer",15,"Finlandia",60,5,480
56,"Varón",16,"Finlandia",60,5,120
68,"Mujer",15,"Finlandia",90,5,30
31,"Varón",12,"Finlandia",60,5,240
38,"Mujer",17,"Finlandia",30,5,300
36,"Varón",14,"Finlandia",60,5,600
66,"Varón",14,"Finlandia",75,5,30
27,"Varón",17,"Finlandia",15,5,570
16,"Mujer",9,"Finlandia",60,5,360
36,"Varón",18,"Finlandia",40,5,270
52,"Mujer",12,"Finlandia",180,5,540
48,"Varón",12,"Finlandia",5,5,90
31,"Mujer",14,"Finlandia",90,5,240
26,"Varón",15,"Finlandia",15,5,600
68,"Mujer",16,"Finlandia",90,5,90
83,"Varón",10,"Finlandia",180,5,180
57,"Mujer",17,"Finlandia",15,5,90
49,"Mujer",20,"Finlandia",120,5,300
26,"Varón",19,"Finlandia",90,5,540
38,"Mujer",16,"Finlandia",30,5,480
72,"Varón",15,"Finlandia",60,5,150
23,"Mujer",15,"Finlandia",30,5,480
27,"Varón",12,"Finlandia",60,5,540
68,"Varón",15,"Finlandia",60,5,120
20,"Varón",14,"Finlandia",120,5,480
61,"Varón",24,"Finlandia",90,5,360
49,"Mujer",11,"Finlandia",60,5,960
32,"Varón",16,"Finlandia",30,5,420
73,"Mujer",11,"Finlandia",120,5,180
42,"Mujer",8,"Finlandia",30,5,240
78,"Mujer",10,"Finlandia",120,5,120
33,"Varón",21,"Finlandia",60,5,360
52,"Mujer",20,"Finlandia",180,5,720
36,"Mujer",14,"Finlandia",15,5,600
80,"Mujer",10,"Finlandia",60,5,240
41,"Mujer",16,"Finlandia",45,5,540
40,"Varón",13,"Finlandia",30,5,60
74,"Varón",8,"Finlandia",150,5,90
22,"Mujer",15,"Finlandia",30,5,60
43,"Varón",21,"Finlandia",30,5,600
55,"Varón",20,"Finlandia",30,5,120
65,"Varón",11,"Finlandia",15,5,60
23,"Mujer",16,"Finlandia",5,5,300
51,"Mujer",20,"Finlandia",75,5,180
67,"Varón",11,"Finlandia",30,5,150
26,"Varón",18,"Finlandia",30,5,480
41,"Varón",18,"Finlandia",15,5,270
50,"Varón",15,"Finlandia",10,5,90
39,"Mujer",14,"Finlandia",60,5,300
63,"Mujer",13,"Finlandia",40,5,90
70,"Mujer",12,"Finlandia",180,5,180
25,"Mujer",16,"Finlandia",10,5,10
44,"Varón",16,"Finlandia",120,5,210
52,"Mujer",17,"Finlandia",60,5,120
74,"Varón",13,"Finlandia",45,5,150
26,"Mujer",14,"Finlandia",60,5,210
38,"Mujer",18,"Finlandia",30,5,180
78,"Mujer",14,"Finlandia",60,5,120
17,"Varón",11,"Finlandia",20,5,510
75,"Mujer",9,"Finlandia",60,5,180
23,"Mujer",13,"Finlandia",5,5,300
81,"Varón",12,"Finlandia",90,5,90
40,"Mujer",21,"Finlandia",30,5,180
70,"Mujer",9,"Finlandia",120,5,124
68,"Mujer",10,"Finlandia",90,5,90
31,"Mujer",23,"Finlandia",30,5,240
21,"Mujer",13,"Finlandia",10,5,300
76,"Mujer",14,"Finlandia",60,5,150
68,"Varón",13,"Finlandia",90,5,120
59,"Varón",15,"Finlandia",180,5,480
44,"Varón",16,"Finlandia",60,5,300
62,"Varón",12,"Finlandia",30,5,360
42,"Mujer",19,"Finlandia",20,5,120
62,"Mujer",20,"Finlandia",60,5,180
68,"Mujer",15,"Finlandia",120,5,120
18,"Varón",12,"Finlandia",60,5,480
41,"Mujer",14,"Finlandia",0,5,120
62,"Mujer",14,"Finlandia",120,5,600
18,"Mujer",11,"Finlandia",10,5,300
67,"Mujer",24,"Finlandia",75,5,120
33,"Varón",15,"Finlandia",50,5,420
61,"Varón",17,"Finlandia",90,5,540
41,"Varón",19,"Finlandia",60,5,180
36,"Varón",15,"Finlandia",15,5,180
29,"Mujer",17,"Finlandia",10,5,120
19,"Mujer",13,"Finlandia",15,5,180
65,"Varón",22,"Finlandia",90,5,120
21,"Mujer",13,"Finlandia",120,4,90
47,"Varón",14,"Finlandia",10,5,60
57,"Mujer",19,"Finlandia",120,5,120
43,"Varón",17,"Finlandia",45,5,300
72,"Mujer",10,"Finlandia",60,5,30
38,"Varón",19,"Finlandia",60,5,240
32,"Varón",19,"Finlandia",30,5,180
42,"Varón",35,"Finlandia",60,5,180
75,"Varón",14,"Finlandia",120,5,120
72,"Mujer",15,"Finlandia",60,5,60
52,"Mujer",14,"Finlandia",45,5,90
35,"Varón",15,"Finlandia",30,5,240
58,"Mujer",14,"Finlandia",20,5,300
69,"Varón",16,"Finlandia",30,4,35
18,"Varón",11,"Finlandia",15,5,600
16,"Mujer",9,"Finlandia",10,5,300
32,"Mujer",17,"Finlandia",15,5,420
45,"Mujer",15,"Finlandia",15,5,540
71,"Varón",13,"Finlandia",150,5,210
57,"Mujer",15,"Finlandia",60,5,160
84,"Mujer",10,"Finlandia",90,5,60
51,"Varón",18,"Finlandia",15,5,60
77,"Mujer",11,"Finlandia",120,5,120
56,"Mujer",13,"Finlandia",60,5,90
64,"Mujer",14,"Finlandia",60,5,180
52,"Varón",11,"Finlandia",25,5,60
76,"Mujer",11,"Finlandia",240,5,180
42,"Varón",19,"Finlandia",15,5,180
19,"Varón",10,"Finlandia",20,5,300
38,"Varón",19,"Finlandia",60,5,360
52,"Varón",21,"Finlandia",90,5,300
17,"Varón",10,"Finlandia",1,5,595
47,"Varón",20,"Finlandia",90,5,240
59,"Varón",18,"Finlandia",60,5,60
28,"Varón",16,"Finlandia",150,5,240
38,"Varón",18,"Finlandia",90,5,780
46,"Mujer",15,"Finlandia",30,5,120
16,"Mujer",9,"Finlandia",45,5,240
72,"Varón",12,"Finlandia",45,5,120
75,"Varón",8,"Finlandia",60,5,60
33,"Mujer",13,"Finlandia",60,4,120
74,"Mujer",11,"Finlandia",30,5,180
47,"Varón",12,"Finlandia",60,5,540
69,"Mujer",15,"Finlandia",65,5,90
37,"Varón",16,"Finlandia",120,5,600
58,"Mujer",26,"Finlandia",90,5,30
66,"Varón",11,"Finlandia",480,5,300
64,"Varón",15,"Finlandia",120,5,120
28,"Mujer",17,"Finlandia",30,5,150
70,"Varón",17,"Finlandia",5,5,10
61,"Mujer",10,"Finlandia",2,5,60
67,"Mujer",15,"Finlandia",180,5,270
60,"Mujer",17,"Finlandia",120,5,244
49,"Mujer",18,"Finlandia",45,5,180
77,"Varón",18,"Finlandia",60,5,120
31,"Mujer",12,"Finlandia",60,5,599
30,"Mujer",20,"Finlandia",60,5,360
18,"Mujer",11,"Finlandia",60,5,420
39,"Varón",15,"Finlandia",60,5,180
48,"Varón",13,"Finlandia",90,5,660
64,"Varón",12,"Finlandia",60,5,120
73,"Mujer",13,"Finlandia",60,5,240
56,"Varón",15,"Finlandia",150,5,120
46,"Varón",20,"Finlandia",50,5,420
47,"Varón",13,"Finlandia",60,5,720
71,"Mujer",8,"Finlandia",120,5,360
70,"Varón",16,"Finlandia",120,5,90
26,"Mujer",16,"Finlandia",60,5,150
77,"Mujer",11,"Finlandia",120,5,60
64,"Mujer",12,"Finlandia",30,4,60
69,"Varón",15,"Finlandia",180,5,120
65,"Varón",11,"Finlandia",120,5,60
33,"Mujer",19,"Finlandia",90,5,540
51,"Mujer",20,"Finlandia",90,5,90
31,"Mujer",17,"Finlandia",180,5,390
47,"Mujer",17,"Finlandia",30,5,420
67,"Varón",18,"Finlandia",120,5,90
77,"Mujer",15,"Finlandia",60,5,120
78,"Mujer",18,"Finlandia",60,5,60
67,"Varón",8,"Finlandia",60,5,90
54,"Varón",16,"Finlandia",150,5,360
38,"Mujer",19,"Finlandia",60,5,180
